page_number,position,source_listing_id,listing_url,title,price_summary
1,35,21523587,https://www.list.am/en/item/21523587?ld_src=2,"Chevrolet Volt premier R17 բանդաժ, շատ լավ վիճակ Kentron Vehicles › Parts and Accessories › Rims and Hub Caps › Rims Sunday, June 14, 2026, 22:12","45,000 ֏"
1,36,23876172,https://www.list.am/en/item/23876172?ld_src=2,"Մահճակալ (լիժանկա) Ajapnyak Home and Garden › Furniture › Bedroom Furniture › Beds Sunday, June 14, 2026, 22:12","25,000 ֏"
1,37,23864163,https://www.list.am/en/item/23864163?ld_src=2,"Կիթառ իր պայուսակով և ոտնակով, Yamaha C40M Erebuni Hobbies and Sports › Music Instruments › Guitars › Acoustic Guitars Sunday, June 14, 2026, 22:12","60,000 ֏"
1,38,23876171,https://www.list.am/en/item/23876171?ld_src=2,"Кресло-Кровать, коричневый, искусственная кожа, одно место, 100 x 60 см Avan, Faux Leather, Brown Home and Garden › Furniture › Sofas and Armchairs › Armchairs Sunday, June 14, 2026, 22:12","65,000 ֏"
1,39,23380546,https://www.list.am/en/item/23380546?ld_src=2,"Համասեզոնային անվադողեր, 215/25 R16 Shengavit Vehicles › Parts and Accessories › Wheels and Tires › Complete wheels Sunday, June 14, 2026, 22:12","30,000 ֏"
1,40,23505464,https://www.list.am/en/item/23505464?ld_src=2,"Կոշիկ կաշվից սև լավ որակի Nor Nork, Size 41, Black Clothing and Fashion › Men's Wardrobe › Shoes › Dress Shoes Sunday, June 14, 2026, 22:11","5,000 ֏"
1,41,22232235,https://www.list.am/en/item/22232235?ld_src=2,"Լուծվող սուրճի բաժակ Shengavit Home and Garden › Dishes and Kitchenware › Tableware › Glasses Sunday, June 14, 2026, 22:11","3,000 ֏"
1,42,23198880,https://www.list.am/en/item/23198880?ld_src=2,"Գազի ֆարսոնկաներ փոցխեր 4 պորշին օրիգինալ, Bitec, ֆիրմայի անմիջապես ներկրողից Shengavit Vehicles › Parts and Accessories › Gas Equipment › Gas Injectors Sunday, June 14, 2026, 22:11","9,000 ֏"
1,43,22958171,https://www.list.am/en/item/22958171?ld_src=2,"Xiaomi Mi Note 3, 32 GB, silver Erebuni, Silver, 32 GB Electronics › Phones and Tablets › Mobile Phones Sunday, June 14, 2026, 22:11","17,000 ֏"
1,44,22357120,https://www.list.am/en/item/22357120?ld_src=2,"Պոլո շապիկներ նոր չափսը S, M, L, XL Nor Nork, Size S, White Clothing and Fashion › Men's Wardrobe › Clothing › Shirts Sunday, June 14, 2026, 22:11","2,000 ֏"
1,45,20685715,https://www.list.am/en/item/20685715?ld_src=2,"Գազա բլոկ ԱԱՑ բլոկ Erebuni Renovation and Construction › Building Materials › Bricks and Blocks Sunday, June 14, 2026, 22:11","32,500 ֏"
1,46,22232220,https://www.list.am/en/item/22232220?ld_src=2,"Լուծվող սուրճի բաժակներ Shengavit Home and Garden › Dishes and Kitchenware › Tableware › Glasses Sunday, June 14, 2026, 22:11","6,000 ֏"
1,47,22734290,https://www.list.am/en/item/22734290?ld_src=2,"1 room apartment on 3rd Street in Masis, 21 sq.m., 2/4 floor, stone building Agency Masis, 1 rm., 21 sq.m., 2/4 floor Real Estate › For Sale › Apartments Sunday, June 14, 2026, 22:11","$25,400"
1,48,22997662,https://www.list.am/en/item/22997662?ld_src=2,"Մեքենաներ վարորդով Malatia-Sebastia Services › Transportation › Car Rentals › Passenger Cars Sunday, June 14, 2026, 22:11","15,000 ֏ hourly"
1,49,22143491,https://www.list.am/en/item/22143491?ld_src=2,"Իտալական բռենդի հոշիկներ նոր Nor Nork, Size 36, Gold Clothing and Fashion › Women's Wardrobe › Shoes › High Heels Sunday, June 14, 2026, 22:11","10,000 ֏"
1,50,23810477,https://www.list.am/en/item/23810477?ld_src=2,"Agricultural plot, Խաշթառակ գյուղ in Ijevan, 15,000 sq.m. Ijevan, 15,000 sq.m. Real Estate › For Sale › Land › Agricultural Sunday, June 14, 2026, 22:11","$40,000"
1,51,23784441,https://www.list.am/en/item/23784441?ld_src=2,"Opel astra f դիմացի ձախ լուսարձակ օրիգինալ լավ վիճակում Suitable For Opel Astra Shengavit Vehicles › Parts and Accessories › Car Parts › Lighting and Optics Sunday, June 14, 2026, 22:11","9,000 ֏"
1,52,23733234,https://www.list.am/en/item/23733234?ld_src=2,"Kia forteyi բեռնախցիկի պենոպլաստ գործիքների համար Suitable For Kia Forte Artashat Vehicles › Parts and Accessories › Car Parts › Body Parts Sunday, June 14, 2026, 22:11","3,000 ֏"
1,53,23282500,https://www.list.am/en/item/23282500?ld_src=2,"Two story stone house, Հ-51 in Dilijan, 90 sq.m., on a 400 sq.m. land, 2 bathrooms Dilijan, 2 rm. Real Estate › Daily Rentals › Houses › House Sunday, June 14, 2026, 22:11","25,000 ֏ daily"
1,54,22939680,https://www.list.am/en/item/22939680?ld_src=2,"Կոսմետոլոգիական տապչան, աթոռ ԱՌԿԱ (кушетка tapchan) Malatia-Sebastia Business and Еquipment › Equipment › Beauty Salons Sunday, June 14, 2026, 22:11","120,000 ֏"
1,55,22444909,https://www.list.am/en/item/22444909?ld_src=2,"Ռոկոկո հյութի բաժակներ 6 հատ Nor Nork Home and Garden › Dishes and Kitchenware › Tableware › Glasses Sunday, June 14, 2026, 22:11","15,000 ֏"
1,56,23864984,https://www.list.am/en/item/23864984?ld_src=2,"Office Space on Mamikonyants Street in Arabkir, 25 sq.m. Property Not Verified Arabkir, 25 sq.m. Real Estate › Long Term Rentals › Commercial Properties › Office Space Sunday, June 14, 2026, 22:11","90,000 ֏ monthly"
1,57,23324828,https://www.list.am/en/item/23324828?ld_src=2,"SAUVAGE original Parfume Christian Dior France 200mlSauvage origilan Parfume Christian Dior France 200ml Shengavit Health and Beauty › Fragrances › For Men › Eau de Toilette Sunday, June 14, 2026, 22:11","95,000 ֏"
1,58,23604899,https://www.list.am/en/item/23604899?ld_src=2,"Սկսիր քո ճանապարհը ԻՆՖՈՐՄԱՏԻԿԱՅԻ և IT ոլորտում Arabkir, Individual classes, Group classes Services › Education and Teaching › School and University Subjects › Computer Science Sunday, June 14, 2026, 22:11","39,000 ֏ per service"
1,59,23754678,https://www.list.am/en/item/23754678?ld_src=2,"1 room apartment in 3rd district in Charentsavan, 17 sq.m., second to last floor, stone building Agency Charentsavan, 1 rm., 17 sq.m., 3/4 floor Real Estate › For Sale › Apartments Sunday, June 14, 2026, 22:11","$19,000"
1,60,23705553,https://www.list.am/en/item/23705553?ld_src=2,"Awning Truck Volvo, diesel, 8x2, 2006 y. Erebuni, 2006 y., Diesel Vehicles › Trucks and Special Machinery › Trucks › Awning Truck Sunday, June 14, 2026, 22:11","$26,000"
1,61,22971984,https://www.list.am/en/item/22971984?ld_src=2,"Թարթիչի լիցքի համար նախատեսված բարձ Malatia-Sebastia Business and Еquipment › Equipment › Beauty Salons Sunday, June 14, 2026, 22:11","6,000 ֏"
1,62,22889727,https://www.list.am/en/item/22889727?ld_src=2,"Քիմիայի շտեմարան Nor Nork Hobbies and Sports › Media › Books and Magazines Sunday, June 14, 2026, 22:11","2,500 ֏"
1,63,23611063,https://www.list.am/en/item/23611063?ld_src=2,"Պարկտրոնիկ Touareg 2002-2007 Suitable For Volkswagen Touareg Arabkir Vehicles › Parts and Accessories › Car Parts › Electrical Systems Sunday, June 14, 2026, 22:11","20,000 ֏"
1,64,23044470,https://www.list.am/en/item/23044470?ld_src=2,"Էլեկտրական փոխարկիչ 220v-110v դարձնող Ամերիկյան սարքավորումներ, ավտո լիցքավորիչների 500watt վատ, transformator Shengavit Renovation and Construction › Tools › Electrical Devices Sunday, June 14, 2026, 22:11","25,000 ֏"
1,65,22911281,https://www.list.am/en/item/22911281?ld_src=2,"Մանկասալյակ ունիվերսալ Malatia-Sebastia Baby and Kids › Walking and Traveling › Strollers › All Purpose Stroller Sunday, June 14, 2026, 22:11","30,000 ֏"
1,66,23607768,https://www.list.am/en/item/23607768?ld_src=2,"Մաքու ADIDAS բոթաս Arabkir, Size 43, Gray Clothing and Fashion › Men's Wardrobe › Shoes › Sneakers and Sport Shoes Sunday, June 14, 2026, 22:11","35,000 ֏"
1,67,23392621,https://www.list.am/en/item/23392621?ld_src=2,"Տարազը տրվում է վարձույթով 6-ից 10 տարեկանի For rent Nor Nork Baby and Kids › Children's Clothing › For Girls Sunday, June 14, 2026, 22:11","5,000 ֏ daily"
1,68,23607727,https://www.list.am/en/item/23607727?ld_src=2,"24-Port 10/100BASE-TX Fast Ethernet Switch Arabkir Electronics › Laptops and Computers › Peripherals › Network Equipment Sunday, June 14, 2026, 22:11","35,000 ֏"
1,69,23601661,https://www.list.am/en/item/23601661?ld_src=2,"HP, AMD A4, 4 GB RAM, արծաթագույն Arabkir, 15"" - 15.9"" Electronics › Laptops and Computers › Notebooks Sunday, June 14, 2026, 22:11","45,000 ֏"
1,70,23292360,https://www.list.am/en/item/23292360?ld_src=2,"Two story stone house on Vardashen 6th Street in Erebuni, 106 sq.m., on a 106 sq.m. land Verified with Cadastre Erebuni, 5 rm. Real Estate › For Sale › Houses › House Sunday, June 14, 2026, 22:11","$115,000"
1,71,23392620,https://www.list.am/en/item/23392620?ld_src=2,"Տարազի վարձույթ 6-ից 12 տարեկանի For rent Nor Nork Baby and Kids › Children's Clothing › For Girls Sunday, June 14, 2026, 22:11","3,000 ֏ daily"
1,72,23692428,https://www.list.am/en/item/23692428?ld_src=2,"Գազի բալոն 1,8 պլաստիկ նոր վինտիլով թեթև կարճ 2031թիվ ժամնետ Erebuni Vehicles › Parts and Accessories › Gas Equipment › Gas Cylinders Sunday, June 14, 2026, 22:11","43,000 ֏"
1,73,23601640,https://www.list.am/en/item/23601640?ld_src=2,"HP, AMD A6, 4 GB RAM, մոխրագույն Arabkir, 15"" - 15.9"" Electronics › Laptops and Computers › Notebooks Sunday, June 14, 2026, 22:11","45,000 ֏"
1,74,23820291,https://www.list.am/en/item/23820291?ld_src=2,"Մդֆ-ից, ուղղանկյուն, 120x60 Ajapnyak Home and Garden › Furniture › Tables › Computer Tables Sunday, June 14, 2026, 22:11","20,000 ֏"
1,75,23604663,https://www.list.am/en/item/23604663?ld_src=2,"2 ամիս ԱՆՎՃԱՐ ուսուցում.սկսիր այսօր IT ուղիդ Arabkir, Individual classes, Group classes Services › Education and Teaching › Child Development › Computer Skills Sunday, June 14, 2026, 22:11","39,000 ֏ hourly"
1,76,23199075,https://www.list.am/en/item/23199075?ld_src=2,"Apple AirPods Pro 3 (3 Generations) Փակ Տուփ - (100% ՕՐԻԳԻՆԱԼ) - USA Kanaker-Zeytun, White Electronics › Audio › Headphones › Wireless Connection Sunday, June 14, 2026, 22:11","88,000 ֏"
1,77,23394551,https://www.list.am/en/item/23394551?ld_src=2,"Երեկոյան զգեստ 6-7 տարեկանի For rent Nor Nork Baby and Kids › Children's Clothing › For Girls Sunday, June 14, 2026, 22:11","10,000 ֏ daily"
1,78,23448373,https://www.list.am/en/item/23448373?ld_src=2,"Վարսավիրական աթոռներ տարբեր մոդելների և գների Malatia-Sebastia Business and Еquipment › Equipment › Beauty Salons Sunday, June 14, 2026, 22:11","135,000 ֏"
1,79,21484338,https://www.list.am/en/item/21484338?ld_src=2,"Apple AirPods 4 with Active Noise Cancellation (ANC) - 100% ՕՐԻԳԻՆԱԼ Kanaker-Zeytun, White Electronics › Audio › Headphones › Wireless Connection Sunday, June 14, 2026, 22:11","63,000 ֏"
1,80,23607652,https://www.list.am/en/item/23607652?ld_src=2,"Դարձիր Front-End ծրագրավորող զրոյից Arabkir, Individual classes, Group classes Services › Education and Teaching › Professional Development › Programming Sunday, June 14, 2026, 22:11","39,000 ֏ per service"
1,81,23009115,https://www.list.am/en/item/23009115?ld_src=2,"Ջրատաքացուցիչ Mercury Shengavit Appliances › Heating and Cooling › Water Heaters Sunday, June 14, 2026, 22:11","15,000 ֏"
